AphiaID,rank,scientificname
103693,Species,Synoicum turgens
103707,Species,Ascidia involuta
103714,Species,Ascidia prunum
103716,Species,Ascidia tritonis
103773,Species,Molgula caminae
103778,Species,Molgula dextrocarpa
103782,Species,Molgula helleri
103783,Species,Molgula herdmani
103785,Species,Molgula impura
103796,Species,Molgula retortiformis
103802,Species,Molgula siphonalis
103806,Species,Molgula tethys
103807,Species,Molgula tubifera
103822,Species,Cratostigma simplex
103830,Species,Herdmania momus
103845,Species,Microcosmus savignyi
103880,Species,Dendrodoa aggregata
103905,Species,Polycarpa kornogi
103915,Species,Polycarpa tenera
103932,Species,Styela gelatinosa
103938,Species,Styela sigma
103943,Species,Oligotrema sandersi
103965,Species,Bifurgaster freyellae
104034,Family,Platidiidae
104058,Species,Fallax dalliniformis
104922,Order,Trypanorhyncha
106058,Family,Pyrgomatidae
106101,Genus,Pollicipes
106102,Genus,Amigdoscalpellum
106119,Genus,Solidobalanus
106120,Genus,Elminius
106124,Genus,Megatrema
106145,Species,Weltneria exargilla
106163,Species,Poecilasma aurantia
106164,Species,Poecilasma crassa
106170,Species,Paralepas minuta
106172,Species,Aurivillialepas falcata
106174,Species,Scillaelepas gemma
106180,Species,Amigdoscalpellum rigidum
106208,Species,Solidobalanus fallax
106221,Species,Balanus spongicola
106226,Species,Megabalanus tulipiformis
106238,Species,Platylepas hexastylos
106240,Species,Pachylasma giganteum
106242,Species,Hexelasma americanum
106256,Species,Verruca spengleri
106408,Species,Symbion pandora
106410,Family,Botryllophilidae
106421,Family,Notodelphyidae
106462,Genus,Bonnierilla
106464,Genus,Brementia
106489,Species,Styelicola bahusia
106496,Species,Botryllophilus ruber
106576,Species,Enterognathus comatulae
106580,Species,Mychophilus roseus
106595,Species,Botachus cylindratus
106617,Species,Notodelphys caerulea
106695,Superfamily,Cancroidea
106703,Superfamily,Xanthoidea
106716,Superfamily,Pandaloidea
106739,Family,Parapaguridae
106749,Family,Cancridae
106761,Family,Parthenopidae
106766,Family,Pilumnidae
106793,Family,Polychelidae
106795,Family,Scyllaridae
106818,Genus,Metapenaeus
106822,Genus,Penaeus
106840,Genus,Calcinus
106845,Genus,Lithodes
106869,Genus,Paromola
106888,Genus,Goneplax
106890,Genus,Ilia
106913,Genus,Rochinia
106914,Genus,Stenorhynchus
106950,Genus,Monodaeus
106960,Genus,Brachynotus
107062,Genus,Scyllarus
107108,Species,Metapenaeus stebbingi
107116,Species,Hymenopenaeus chacei
107179,Species,Munidopsis polymorpha
107185,Species,Munidopsis thieli
107195,Species,Clibanarius aequabilis
107260,Species,Dicranodromia mahieuxii
107287,Species,Ethusina talismani
107324,Species,Hyastenus hilgendorfi
107354,Species,Pisa carinimana
107375,Species,Zariquieyon inflatus
107412,Species,Dyspanopeus sayi
107413,Species,Panopeus africanus
107472,Species,Pinnotheres pectunculi
107476,Species,Alpheus edwardsii
107478,Species,Alpheus lobidens
107480,Species,Alpheus migrans
107491,Species,Synalpheus tumidomanus
107492,Species,Bythocaris akidopleura
107497,Species,Bythocaris payeri
107510,Species,Hippolyte holthuisi
107519,Species,Latreutes fucorum
107526,Species,Lysmata nilita
107569,Species,Sclerocrangon ferox
107570,Species,Glyphocrangon atlantica
107644,Species,Heterocarpus ensifer
107707,Species,Panulirus regius
107738,Species,Gebiacantha talismani
110344,Suborder,Bonelliida
110364,Species,Hamingia arctica
110366,Species,Maxmuelleria faex
110374,Species,Thalassema elapsum
110376,Species,Echiurus abyssalis
110386,Subfamily,Vaunthompsoniinae
110404,Genus,Makrokylindrus
110508,Species,Vemakylindrus doryphora
110526,Species,Eudorella gracilis
110548,Species,Campylaspis jonesi
110556,Species,Campylaspis serratipes
110568,Species,Cumella (Cumella) tarda
110570,Species,Cumellopsis puritani
110575,Species,Paracampylaspis platycarpus
110588,Species,Procampylaspis thalassae
110589,Species,Scherocumella longirostris
110590,Species,Schizotrema atlanticum
110606,Species,Makrokylindrus (Makrokylindrus) aegaeus
110726,Family,Aeteidae
110730,Family,Bryocryptellidae
110740,Family,Chorizoporidae
110756,Family,Hippoporidridae
110757,Family,Hippothoidae
110773,Family,Scrupariidae
110789,Family,Flustrellidridae
110801,Family,Triticellidae
110818,Genus,Reptadeonella
110822,Genus,Beania
110833,Genus,Palmicellaria
110836,Genus,Rhamphostomella
110843,Genus,Kinetoskias
110863,Genus,Tegella
110934,Genus,Calyptotheca
110973,Genus,Phaeostachys
111010,Genus,Anguinella
111049,Genus,Stomatoporina
111052,Genus,Idmidronea
111091,Species,Schizomavella auriculata
111099,Species,Schizomavella linearis
111105,Species,Schizomavella porifera
111116,Species,Palmiskenea aquilonia
111122,Species,Porella alba
111130,Species,Porella patula
111145,Species,Rhamphostomella scabra
111167,Species,Bugulella elegans
111171,Species,Dendrobeania elongata
111178,Species,Kinetoskias arborescens
111183,Species,Coronellina fagei
111188,Species,Amphiblestrum lyrulatum
111233,Species,Notoplites harmeri
111237,Species,Scrupocellaria aegeensis
111261,Species,Euginoma reticulata
111286,Species,Turbicellepora boreale
111288,Species,Turbicellepora canaliculata
111295,Species,Turbicellepora smitti
111319,Species,Gephyrotes nitidopunctatus
111342,Species,Puellina venusta
111349,Species,Lepralioides nordlandica
111356,Species,Electra posidoniae
111385,Species,Setosellina roulei
111402,Species,Cribellopora trichotoma
111409,Species,Margaretta cereoides
111419,Species,Microporella appendiculata
111442,Species,Jaculina blanchardi
111444,Species,Jaculina tessellata
111461,Species,Reteporella watersi
111477,Species,Phoceana columnaris
111487,Species,Escharella labiata
111490,Species,Escharella levinseni
111497,Species,Escharoides bidenkapi
111526,Species,Schizoporella elmwoodiae
111544,Species,Parasmittina jeffreysi
111572,Species,Smittoidea propinqua
111583,Species,Hippopleurifera pulchra
111592,Species,Watersipora subtorquata
111625,Species,Lobiancopora hyalina
111645,Species,Pherusella tubulosa
111670,Species,Zoobotryon verticillatum
111687,Species,Entalophoroecia robusta
111691,Species,Crisia calyptostoma
111700,Species,Crisia occidentalis
111701,Species,Crisia oranensis
111709,Species,Filicrisia smitti
111710,Species,Cardioecia watersi
111718,Species,Plagioecia inoedificata
111733,Species,Disporella smitti
111757,Species,Tubulipora aperta
115463,Genus,Idomene
116956,Species,Calliobdella nodulifera
116987,Species,Pontobdella vosmaeri
117041,Genus,Cuspidella
117099,Genus,Liriope
117113,Genus,Antennella
117128,Genus,Acryptolaria
117132,Genus,Cryptolaria
117156,Genus,Cosmetira
117241,Genus,Crypthelia
117250,Genus,Stegopoma
117280,Species,Aglaophenia octodonta
117296,Species,Cladocarpus paraventricosus
117309,Species,Streptocaulus pectiniferus
117320,Species,Bimeria vestita
117329,Species,Bougainvillia principis
117343,Species,Koellikerina fasciculata
117387,Species,Obelia fimbriata
117415,Species,Opercularella pumila
117425,Species,Cladonema radiatum
117437,Species,Oceania armata
117470,Species,Coryne pintneri
117517,Species,Eutonina indicans
117531,Species,Eleutheria dichotoma
117553,Species,Eudendrium racemosum
117653,Species,Podocoryna areolata
117665,Species,Stylactis inermis
117751,Species,Halopsis ocellata
117781,Species,Amphinema rugosum
117806,Species,Monotheca obliqua
117820,Species,Plumularia filicula
117829,Species,Pseudoplumaria marocana
117847,Species,Tesserogastria musculosa
117924,Species,Sertularia schmidti
117934,Species,Thuiaria carica
117966,Species,Stylaster ibericus
117974,Species,Stegopoma giganteum
117978,Species,Tiaropsis multicirrata
118138,Species,Axelsonia littoralis
118176,Genus,Gyge
118198,Species,Athelges prideauxii
118204,Species,Bopyroides hippolytes
118231,Species,Pleurocryptella superba
118233,Species,Progebiophilus euxinicus
118265,Family,Nannoniscidae
118292,Genus,Haliophasma
118293,Genus,Malacanthura
118307,Genus,Paranthura
118309,Genus,Ianthopsis
118324,Genus,Eugerdella
118351,Genus,Haploniscus
118371,Genus,Macrostylis
118377,Genus,Munnopsis
118381,Genus,Nannoniscoides
118382,Genus,Nannoniscus
118438,Genus,Paragnathia
118458,Species,Ananthura abyssorum
118459,Species,Ananthura ovalis
118468,Species,Apanthura corsica
118481,Species,Pilosanthura fresii
118508,Species,Leptanthura victori
118518,Species,Acanthomunna hystrix
118538,Species,Desmosoma elongatum
118560,Species,Desmosoma tetarta
118562,Species,Eugerdella coarctata
118565,Species,Eugerdella ischnomesoides
118586,Species,Prochelator lateralis
118595,Species,Whoia dumbshafensis
118610,Species,Disconectes phalangium
118613,Species,Eurycope canariensis
118632,Species,Munneurycope murrayi
118675,Species,Ilyarachna frami
118679,Species,Ilyarachna polita
118690,Species,Heteromesus schmidtii
118698,Species,Ischnomesus norvegicus
118713,Species,Carpias stebbingi
118776,Species,Hebefustis alleni
118778,Species,Nannoniscus aequiremus
118785,Species,Nannoniscus plebejus
118788,Species,Nannoniscus simplex
118827,Species,Aega psora
118831,Species,Aegiochus ventrosa
118851,Species,Eurydice pontica
118858,Species,Metacirolana hanseni
118901,Species,Mothocya belonae
118915,Species,Limnoria borealis
118931,Species,Cymodoce hanseni
118942,Species,Dynamene magnitorata
118960,Species,Lekanesphaera teissieri
118980,Species,Caecognathia bicolor
118993,Species,Gnathia inopinata
119036,Species,Saduria sabini
119049,Species,Idotea ostroumovi
119828,Genus,Lophogaster
119832,Genus,Amblyops
119935,Species,Lophogaster subglaber
119949,Species,Amblyopsoides ohlinii
119968,Species,Boreomysis microps
119974,Species,Boreomysis tridens
119975,Species,Boreomysis vanhoeffeni
119996,Species,Erythrops abyssorum
119999,Species,Erythrops glacialis
120007,Species,Euchaetomera glyphidophthalmica
120022,Species,Haplostylus bacescui
120024,Species,Hemimysis abyssicola
120030,Species,Hemimysis speluncola
120033,Species,Heteromysis (Heteromysis) cotti
120046,Species,Katamysis warpachowskyi
120050,Species,Leptomysis buergii
120053,Species,Leptomysis heterophila
120056,Species,Leptomysis mediterranea
120059,Species,Leptomysis posidoniae
120080,Species,Mysideis insignis
120085,Species,Mysidella typica
120185,Species,Pseudomma frigidum
120194,Species,Pseudomysis abyssi
120201,Species,Schistomysis assimilis
120205,Species,Schistomysis parkeri
120218,Species,Stilomysis grandis
120533,Genus,Amoeba
122326,Family,Emplectonematidae
122404,Genus,Emplectonema
122444,Genus,Drepanophorus
122534,Species,Lineus pseudoruber
122569,Species,Pontolineus arenarius
122570,Species,Pussylineus gabriellae
122583,Species,Valencinia longirostris
122610,Species,Callinera buergeri
122633,Species,Tubulanus miniatus
122654,Species,Amphiporus dissimulans
122697,Species,Psammamphiporus elongatus
122764,Species,Tetrastemma candidum
122766,Species,Tetrastemma cephalophorum
122797,Species,Tetrastemma quatrefagesi
122819,Species,Oerstedia laminariae
123091,Order,Velatida
123096,Order,Millericrinida
123099,Order,Cidaroida
123119,Family,Brisingidae
123185,Family,Synallactidae
123196,Family,Molpadiidae
123237,Genus,Zoroaster
123254,Genus,Plutonaster
123257,Genus,Tethyaster
123265,Genus,Hyphalaster
123267,Genus,Porcellanaster
123314,Genus,Ophidiaster
123339,Genus,Bathycrinus
123387,Genus,Paracentrotus
123408,Genus,Pourtalesia
123436,Genus,Sphaerechinus
123445,Genus,Trochoderma
123477,Genus,Cladodactyla
123509,Genus,Achlyonice
123512,Genus,Elpidia
123532,Genus,Psychropotes
123591,Genus,Ophiochondrus
123687,Species,Freyastera sexradiata
123796,Species,Icasterias panopla
123804,Species,Sclerasterias guernei
123805,Species,Sclerasterias neglecta
123820,Species,Neomorphaster margaritaceus
123823,Species,Pedicellaster margaritaceus
123866,Species,Astropecten ibericus
123896,Species,Leptychaster arcticus
123900,Species,Persephonaster sphenoplax
123989,Species,Asterina pancerii
124022,Species,Dorigona jacqueti
124108,Species,Marginaster capreensis
124122,Species,Podosphaeraster thalassae
124140,Species,Hymenaster roseus
124149,Species,Pteraster obscurus
124151,Species,Pteraster pulvillus
124155,Species,Crossaster squamatus
124156,Species,Lophaster furcifer
124182,Species,Cherbonniericrinus cherbonnieri
124228,Species,Orthometra hibernica
124235,Species,Atelecrinus balanoides
124241,Species,Koehlermetra porrecta
124243,Species,Thalassometra lusitanica
124245,Species,Cyathidium foresti
124254,Species,Neolampas rostellata
124348,Species,Tromikosoma koehleri
124351,Species,Plexechinus hirsutus
124393,Species,Echinocardium fenauxi
124451,Species,Siniotrochus myriodontus
124651,Species,Paracucumaria thalassae
124657,Species,Pseudocnus grubei
124720,Species,Oneirophanta mutabilis
124783,Species,Hedingia albicans
124800,Species,Molpadia maroccana
124814,Species,Bathypectinura heros
124821,Species,Ophioderma longicauda
124837,Species,Anthophiura ingolfi
124849,Species,Ophiocten abyssicolum
124904,Species,Ophiotypa simplex
124920,Species,Ophiura imprudens
124963,Species,Astrospartus mediterraneus
124975,Species,Ophiacantha anomala
124987,Species,Ophiacantha densa
125015,Species,Ophiocamax dominans
125034,Species,Ophiolimna opercularis
125040,Species,Ophiomyces frutectosus
125081,Species,Amphiura fragilis
125123,Species,Ophiactis virens
125159,Species,Cheiraster (Cheiraster) sepitus
125170,Species,Poraniomorpha (Poraniomorpha) hispida
125198,Subspecies,Benthopecten simplex simplex
125199,Subspecies,Astropecten irregularis irregularis
125211,Subspecies,Ceramaster grenadensis grenadensis
125310,Genus,Muriceides
125328,Genus,Paralcyonium
125335,Species,Anthomastus grandiflorus
125343,Species,Scyphopodium ingolfi
125355,Species,Metallogorgia melanotrichos
125357,Species,Radicipes gracilis
125359,Species,Nicella granifera
125392,Species,Placogorgia coronata
128484,Family,Pennatulidae
128492,Genus,Kophobelemnon
128499,Genus,Umbellula
128511,Species,Kophobelemnon macrospinosum
128513,Species,Crassophyllum thessalonicae
128514,Species,Gyrophyllum hirondellei
128524,Species,Distichoptilum gracile
128532,Species,Umbellula monocephalus
128641,Genus,Ergasilus
128702,Genus,Axinophilus
128756,Species,Acanthochondria limandae
128772,Species,Conchyliurus cardii
128793,Species,Rhodinicola gibbosa
128841,Species,Herpyllobius arcticus
128878,Species,Lichomolgus forficula
128896,Species,Macrochiron fucicolum
128909,Species,Selioides bolbroei
128913,Species,Vectoriella ramosae
128996,Species,Akessonia occulta
128997,Species,Axinophilus thyasirae
129108,Species,Nereilinum murmanicum
129136,Genus,Panthalis
129137,Genus,Polyodontes
129239,Genus,Vigtorniella
129283,Genus,Palola
129303,Genus,Amphiduros
129308,Genus,Hesione
129335,Genus,Lumbrinerides
129479,Genus,Austrolaenilla
129498,Genus,Macellicephala
129542,Genus,Perkinsiana
129558,Genus,Apomatus
129571,Genus,Placostegus
129590,Genus,Leanira
129596,Genus,Clavodorum
129631,Genus,Janua
129687,Genus,Amphitritides
129688,Genus,Artacama
129696,Genus,Lanassa
129738,Species,Polyodontes maxillosus
129773,Species,Amage scotica
129807,Species,Melinna monoceroides
129823,Species,Uschakovius enigmaticus
129829,Species,Eurythoe complanata
129836,Species,Notopygos megalops
129890,Species,Mediomastus capensis
129896,Species,Notomastus exsertilis
129932,Species,Dysponetus pygmaeus
129973,Species,Monticellina heterochaeta
129996,Species,Diurodrilus subterraneus
129998,Species,Arenotrocha minuta
130001,Species,Dinophilus taeniatus
130006,Species,Dorvillea kastjani
130009,Species,Iphitime cuenoti
130014,Species,Ophryotrocha baccii
130038,Species,Parougia macilenta
130048,Species,Trilobodrilus heideri
130050,Species,Grubeulepis katzmanni
130061,Species,Eunice purpurea
130087,Species,Fauveliopsis adriatica
130095,Species,Brada granulosa
130098,Species,Brada rugosa
130133,Species,Glycerella magellanica
130148,Species,Amphiduros fuscescens
130150,Species,Dalhousiella carpenteri
130153,Species,Gyptis golikovi
130160,Species,Hesionides arenaria
130165,Subspecies,Kefersteinia cirrhata hibernica
130205,Species,Lacydonia laureci
130219,Species,Pelagobia longicirrata
130370,Species,Ceratonereis costae
130409,Species,Perinereis macropus
130415,Species,Perinereis tenuisetis
130428,Species,Meganerilla clavata
130430,Species,Mesonerilla armoricana
130433,Species,Mesonerilla fagei
130524,Subspecies,Phylo foetida foetida
130660,Species,Notophyllum americanum
130688,Species,Pterocirrus slastnikovi
130694,Species,Ancistrosyllis fioronii
130699,Species,Pilargis papillata
130723,Species,Alentiana aurantiaca
130751,Species,Gorgoniapolynoe caeciliae
130757,Species,Harmothoe bellani
130761,Species,Harmothoe evei
130802,Species,Lepidonotus tenuisetosus
130819,Species,Melaenis loveni
130879,Species,Branchiomma inconspicua
130880,Species,Branchiomma infarctum
130884,Species,Branchiomma spongiarum
130959,Species,Pseudofabriciola analis
131004,Species,Hydroides helmata
131019,Species,Metavermilia arctica
131023,Species,Placostegus crystallinus
131027,Species,Pomatoceros triqueter
131042,Species,Semivermilia agglutinata
131046,Species,Semivermilia torulosa
131056,Species,Spirodiscus grimaldii
131062,Species,Vitreotubus digeronimoi
131079,Species,Clavodorum fauchaldi
131084,Species,Ephesiella ramosae
131090,Species,Sphaerodoropsis chardyi
131093,Species,Sphaerodoropsis laureci
131094,Species,Sphaerodoropsis longipapillata
131099,Species,Sphaerodoropsis sibuetae
131105,Species,Spinther citrinus
131163,Species,Prionospio sexoculata
131249,Species,Amblyosyllis madeirensis
131359,Species,Pionosyllis weismanni
131463,Species,Trypanosyllis aeolis
131535,Species,Polycirrus tenuisetis
131613,Family,Amphoriscidae
131626,Family,Spongiidae
131662,Family,Ancorinidae
131679,Family,Corallistidae
131689,Family,Farreidae
131748,Genus,Spongionella
131757,Genus,Hippospongia
131798,Genus,Tethyspira
131824,Genus,Myceliospongia
131893,Genus,Asbestopluma
132005,Genus,Geodia
132053,Genus,Tentorium
132212,Species,Heteropia ramosa
132357,Species,Ircinia paucifilamentosa
132375,Species,Coscinoderma sporadense
132462,Species,Auletta sessilis
132545,Species,Higginsia thielei
132553,Species,Dictyonella obtusa
132554,Species,Dictyonella pelligera
132730,Species,Topsentia garciae
132745,Species,Siphonochalina balearica
132762,Species,Chalinula loosanoffi
132768,Species,Dendroxea lenis
132864,Species,Haliclona steueri
132912,Species,Pachychalina rustica
133197,Species,Cladorhiza tenuisigma
133413,Species,Histodermella ingolfi
133446,Species,Crambe tailliezi
133541,Species,Hamigera hamigera
133547,Species,Hymedesmia (Hymedesmia) baculifera
133568,Species,Hymedesmia (Hymedesmia) digitata
133612,Species,Hymedesmia (Hymedesmia) nummulus
133644,Species,Hymedesmia (Hymedesmia) simillima
133650,Species,Hymedesmia (Stylopus) stephensi
134078,Species,Pachastrella monilifera
134108,Species,Thenea valdiviae
134115,Species,Alectona millari
134196,Species,Polymastia conigera
134200,Species,Polymastia hemisphaerica
134202,Species,Polymastia inflata
134208,Species,Polymastia polytylota
134243,Species,Atergia corticata
134252,Species,Prosuberites longispinus
134305,Species,Suberites virgultosus
134328,Species,Timea mixta
134346,Species,Macandrewia azorica
134349,Species,Discodermia polydiscus
134401,Species,Euplectella suberea
134403,Species,Malacosaccus floricomatus
134410,Species,Asconema setubalense
134420,Species,Trichasterina borealis
134642,Species,Callipallene acus
134669,Species,Colossendeis proboscidea
134676,Species,Boreonymphon abyssorum
134679,Species,Boreonymphon robustum
134684,Species,Nymphon chainae
134692,Species,Nymphon inerme
134708,Species,Nymphon sluiteri
134711,Species,Nymphon stroemi
134752,Species,Rhynchothorax philopsammum
134772,Genus,Lernaeodiscus
134793,Species,Triangulus munidae
134796,Species,Parthenopea subterranea
134946,Genus,Trichotria
135083,Genus,Asterosmilia
135098,Genus,Polycyathus
135113,Genus,Leptopsammia
135173,Species,Tethocyathus variabilis
135176,Species,Trochocyathus (Trochocyathus) spinosocostatus
135183,Species,Cladopsammia rolandi
135184,Species,Dendrophyllia alternata
135202,Species,Truncatoflabellum stabile
135277,Genus,Stylocoronella
135281,Species,Atolla vanhoeffeni
135282,Species,Atolla wyvillei
135284,Species,Nausithoe atlantica
135530,Family,Nicothoidae
135531,Family,Pandaridae
135572,Genus,Cancerilla
135599,Genus,Clavellisa
135640,Genus,Phyllothyreus
135693,Species,Acontiophorus armatus
135735,Species,Scottomyzon gibberum
135762,Species,Caligus ligusticus
135767,Species,Caligus pelamydis
135797,Species,Anthosoma crassum
135839,Species,Brachiella thynni
135845,Species,Clavella stellata
135849,Species,Clavellodes rugosus
135903,Species,Nanaspis ninae
135906,Species,Choniosphaera maenadis
135929,Species,Rhizorhina tanaidaceae
135974,Species,Dinemoura latifolia
135975,Species,Dinemoura producta
135985,Species,Cardiodectes bellottii
136033,Species,Aspidosiphon (Aspidosiphon) elegans
136042,Species,Golfingia (Golfingia) iniqua
136052,Species,Nephasoma (Nephasoma) capilleforme
136093,Family,Squillidae
136126,Species,Platysquilla eusebia
136127,Species,Platysquilloides lillyae
136153,Family,Apseudidae
136160,Family,Leptocheliidae
136162,Family,Paratanaidae
136248,Genus,Zeuxo
136264,Species,Apseudes grazielae
136265,Species,Apseudes grossimanus
136279,Species,Apseudes robustus
136280,Species,Apseudes rotundifrons
136281,Species,Apseudes setiferus
136328,Species,Sphyrapoides tudes
136333,Species,Neotanais hadalis
136351,Species,Filitanais rebainsi
136374,Species,Metagathotanais insulcatus
136375,Species,Paragathotanais gracilis
136378,Species,Paragathotanais typicus
136421,Species,Exspina typica
136432,Species,Leptognathia crassa
136455,Species,Mirandotanais vorax
136484,Species,Bathytanaissus spinulosus
136497,Species,Parapseudotanais abyssalis
136527,Species,Hexapleomera robusta
136547,Species,Tanais grimaldii
136614,Species,Microdajus gaelicus
136615,Species,Microdajus langi
137070,Genus,Dermochelys
137355,Genus,Amphichaeta
137382,Genus,Heterodrilus
137383,Genus,Monopylephorus
137421,Species,Henlea perpusilla
137432,Species,Lumbricillus fennicus
137444,Species,Lumbricillus pagenstecheri
137448,Species,Lumbricillus reynoldsoni
137453,Species,Lumbricillus tuba
137471,Species,Marionina spicula
137487,Species,Uncinais uncinata
137497,Species,Abyssidrilus profundus
137514,Species,Atlantidrilus quadrisetis
137518,Species,Bathydrilus atlanticus
137519,Species,Bathydrilus desbruyeresi
137520,Species,Bathydrilus graciliatriatus
137521,Species,Bathydrilus medius
137523,Species,Bathydrilus sandersi
137527,Species,Gianius cristolatus
137538,Species,Pectinodrilus rectisetosus
137542,Species,Pirodrilus pinguis
137546,Species,Thalassodrilus klarae
137591,Genus,Stereobalanus
137618,Genus,Acteon
137641,Genus,Akera
137663,Genus,Heliacus
137684,Genus,Digitaria
137708,Genus,Liomesus
137777,Genus,Chiroteuthis
137819,Genus,Lusitanops
137836,Genus,Xanthodaphne
137853,Genus,Taonius
137857,Genus,Cardiomya
137861,Genus,Protocuspidaria
137883,Genus,Dendrodoris
137920,Genus,Ebala
137924,Genus,Myosotella
137925,Genus,Ovatella
138001,Genus,Fasciolaria
138015,Genus,Puncturella
138052,Genus,Atys
138069,Genus,Panomya
138072,Genus,Hipponix
138092,Genus,Janthina
138107,Genus,Laubierina
138116,Genus,Lepidopleurus
138132,Genus,Limopsis
138151,Genus,Myrtea
138176,Genus,Microhedyle
138182,Genus,Devonia
138201,Genus,Ocinebrina
138216,Genus,Crenella
138246,Genus,Neilonella
138256,Genus,Striarca
138261,Genus,Ennucula
138317,Genus,Cyclopecten
138324,Genus,Propeamussium
138371,Genus,Thecacera
138372,Genus,Cetoconcha
138383,Genus,Proneomenia
138391,Genus,Copulabyssia
138411,Genus,Noemiamea
138412,Genus,Odostomella
138422,Genus,Pterygioteuthis
138434,Genus,Rhodope
138437,Genus,Ringicula
138455,Genus,Pusillina
138457,Genus,Rissoina
138479,Genus,Neorossia
138493,Genus,Anekes
138525,Genus,Stiliger
138559,Genus,Tornus
138566,Genus,Crimora
138595,Genus,Phorcus
138598,Genus,Trochus
138629,Genus,Piliscus
138632,Genus,Callista
138642,Genus,Mercenaria
138670,Genus,Microgloma
138671,Genus,Portlandia
138683,Species,Aclis trilineata
138689,Species,Pectinodonta maxima
138694,Species,Crenilabium exile
138696,Species,Japonactaeon pusillus
138699,Species,Addisonia excentrica
138753,Species,Aplysia dactylomela
138759,Species,Bursatella leachii
138764,Species,Atagema gibba
138774,Species,Pseudomalaxis zanclaeus
138812,Species,Asperspina brambelli
138848,Species,Bathyteuthis abyssicola
138879,Species,Chauvetia affinis
138889,Species,Chauvetia recondita
138892,Species,Chauvetia turritellata
138926,Species,Pollia dorbignyi
138938,Species,Volutopsius norwegicus
138948,Species,Caecum clarkii
138981,Species,Iphinopsis inflata
138986,Species,Torellia didyma
138994,Species,Acanthocardia spinosa
139051,Species,Bittium lacteum
139058,Species,Cassiella abylensis
139070,Species,Cerithiella enodis
139080,Species,Cerithiopsis nofronii
139083,Species,Cerithiopsis scalaris
139084,Species,Cerithiopsis tenthrenois
139086,Species,Dizoniopsis coppolae
139096,Species,Krachia tiara
139098,Species,Onchodia valeriae
139102,Species,Chaetoderma intermedium
139115,Species,Falcidens sagittiferus
139164,Species,Graphis gracilis
139165,Species,Graphis striata
139173,Species,Tubbreva micrometrica
139174,Species,Cirrothauma murrayi
139187,Species,Coccopigya spinigera
139191,Species,Anachis aliceae
139195,Species,Columbella adansoni
139198,Species,Mitrella bruggeni
139209,Species,Bathybela nudator
139215,Species,Bela laevigata
139232,Species,Conus vayssierei
139236,Species,Famelica catharinae
139237,Species,Famelica mirmidina
139238,Species,Famelica monoceros
139245,Species,Gymnobela chyta
139268,Species,Mangelia brusinae
139304,Species,Neopleurotomoides distinctus
139305,Species,Nepotilla amoena
139306,Species,Obesotoma gigas
139307,Species,Obesotoma simplex
139314,Species,Oenopota convexigyra
139315,Species,Oenopota declivis
139346,Species,Pleurotomella demosia
139348,Species,Pleurotomella gibbera
139359,Species,Raphitoma bracteata
139360,Species,Raphitoma concinna
139364,Species,Raphitoma densa
139368,Species,Raphitoma histrix
139372,Species,Raphitoma mirabilis
139377,Species,Raphitoma pseudohystrix
139378,Species,Raphitoma pupoides
139395,Species,Xanthodaphne heterogramma
139396,Species,Xanthodaphne leptalea
139408,Species,Corambe testudinaria
139443,Species,Cuspidaria elliptica
139448,Species,Cuspidaria jugosa
139464,Species,Protocuspidaria atlantica
139477,Species,Cylichna lemchei
139484,Species,Roxania monterosatoi
139487,Species,Scaphander gracilis
139504,Species,Gibberula caelata
139511,Species,Gibberula recondita
139513,Species,Gibberula turgidula
139514,Species,Gibberula vignali
139520,Species,Doriopsilla areolata
139522,Species,Dendronotus comteti
139536,Species,Fissidentalium capillosum
139548,Species,Diaphana abyssalis
139549,Species,Diaphana cretica
139553,Species,Diaphana hiemalis
139560,Species,Toledonia limnaeoides
139586,Species,Paradoris indecora
139591,Species,Thordisa filix
139597,Species,Petalifera petalifera
139618,Species,Doris marmorata
139620,Species,Doris ocelligera
139684,Species,Elysia timida
139687,Species,Thuridilla hopei
139695,Species,Acrilloscala lamyi
139697,Species,Alora tenerrima
139702,Species,Cylindriscala aurantia
139705,Species,Cylindriscala mirifica
139706,Species,Cylindriscala thalassae
139710,Species,Eccliseogyra formosissima
139712,Species,Eccliseogyra nitida
139715,Species,Epitonium algerianum
139743,Species,Gregorioiscala sarsii
139760,Species,Punctiscala cerigottana
139778,Species,Bathycrinicola macrapex
139781,Species,Bulimeulima magna
139782,Species,Campylorhaphion famelicum
139791,Species,Curveulima marshalli
139792,Species,Curveulima obliquistoma
139796,Species,Entoconcha mirabilis
139797,Species,Ersilia mediterranea
139806,Species,Eulima leptozona
139814,Species,Fuscapex major
139815,Species,Fuscapex microcostellatus
139816,Species,Fuscapex talismani
139826,Species,Halielloides fragilis
139855,Species,Melanella obtusoapicata
139858,Species,Melanella planisutis
139866,Species,Melanella stalioi
139883,Species,Pelseneeria stylifera
139902,Species,Vitreolina perminima
139910,Species,Facelina dubia
139914,Species,Facelina rubrovittata
139933,Species,Fusinus rusticulus
139953,Species,Diodora producta
139964,Species,Emarginula pustula
139966,Species,Emarginula sicula
139967,Species,Emarginula solidula
139969,Species,Emarginula tuberculosa
139972,Species,Fissurisepta granulosa
139977,Species,Zeidora naufraga
140027,Species,Gonatus steenstrupi
140087,Species,Aplysiopsis elegans
140110,Species,Leptonotis perplexus
