AphiaID,rank,scientificname
151934,Species,Teretia anceps
152894,Species,Leptaxinus minutus
155375,Species,Eulalia clavigera
156326,Species,Parvicardium scriptum
168592,Species,Mycale (Carmia) minima
171049,Species,Trachycladus minax
173545,Species,Eranno bifrons
174904,Species,Haploniscus antarcticus
181036,Species,Boreotrophon dabneyi
182054,Species,Leptostylis grandis
182643,Species,Schizocuma vemae
182670,Species,Cumella (Cumella) aculeata
182779,Species,Lepechinella cura
183209,Species,Ilyarachna dubia
183253,Species,Macrostylis truncatex
240295,Species,Bathypallenopsis tritonis
246144,Subfamily,Pholadinae
259241,Species,Bathybadistes multispinosa
292944,Superfamily,Anthuroidea
331148,Species,Prionospio unilamellata
333160,Species,Bushiella (Jugaria) granulata
366728,Species,Pagurus mbizi
388222,Species,Nebalia troncosoi
430450,Family,Cheirocratidae
471857,Species,Einhornia arctica
473658,Species,Paranarthrurella voeringi
474114,Species,Penciletta penicillata
478763,Species,Typhlotanais plebejus
506470,Species,Tindaria callistiformis
506600,Species,Ennucula convexa
526627,Species,Holanthus expergitus
532020,Species,Nereimyra woodsholea
595001,Species,Lumbrineris geldiayi
596529,Genus,Clymene
724721,Species,Pseudoanthomastus agaricus
734533,Subspecies,Aricidea (Strelzovia) suecica meridionalis
743862,Species,Xenophora crispa
815970,Species,Gymnobela lyronuclea
834016,Species,Bugulina simplex
876827,Species,Tritia cuvierii
888427,Species,Aplus dorbignyi
957145,Species,Pusia tricolor
987981,Species,Euchone anceps
1039844,Species,Steromphala adriatica
909,Suborder,Spioniformia
1069,Class,Branchiopoda
1109,Infraclass,Rhizocephala
2019,Family,Ptychoderidae
14622,Superfamily,Myoidea
100696,Genus,Anthopleura
100718,Genus,Aiptasia
100806,Species,Actinia prasina
100822,Species,Condylactis aurantiaca
100915,Species,Halcampa arctica
101095,Genus,Priapulus
101433,Genus,Pariambus
101455,Genus,Peltocoxa
101520,Genus,Halirages
101560,Genus,Megamphopus
101849,Species,Caprella rapax
102045,Species,Microdeutopus bifidus
102543,Species,Caeconyx caeculus
102786,Species,Abludomelita aculeata
102945,Species,Pardalisca abyssi
103042,Species,Dyopedos monacantha
103697,Species,Agnezia atlantica
103804,Species,Molgula socialis
103818,Species,Bolteniopsis sessilis
103868,Species,Cnemidocarpa devia
103931,Species,Styela crinita
103946,Species,Asajirus ledanoisi
104053,Species,Hispanirhynchia cornea
106224,Species,Megabalanus azoricus
106741,Family,Nephropidae
106775,Family,Pinnotheridae
106776,Family,Alpheidae
106842,Genus,Dardanus
106844,Genus,Paguristes
106984,Genus,Caridion
107370,Species,Chaceon gordonae
110407,Genus,Hemilamprops
110532,Species,Eudorella parvula
110537,Species,Campylaspis affinis
110539,Species,Campylaspis alba
110577,Species,Platycuma hessleri
110584,Species,Procampylaspis bonnieri
110586,Species,Procampylaspis macronyx
110610,Species,Leucon (Crymoleucon) macrorhinus
110617,Species,Leucon (Leucon) mediterraneus
110928,Genus,Hippoporidra
110960,Genus,Schizotheca
111112,Species,Cystisella saccata
111436,Species,Onychocella angulosa
111479,Species,Arctonula arctica
111489,Species,Escharella laqueata
111619,Species,Metalcyonidium gautieri
111765,Species,Tubulipora plumosa
117274,Species,Aglaophenia acacia
117279,Species,Aglaophenia lophocarpa
117538,Species,Eudendrium album
117607,Species,Halecium undulatum
117654,Species,Podocoryna borealis
117684,Species,Cryptolarella abyssicola
117982,Species,Ectopleura dumortierii
118196,Species,Athelges paguri
118227,Species,Pleurocrypta microbranchiata
118261,Family,Macrostylidae
118427,Genus,Dynamene
118539,Species,Desmosoma lineare
118548,Species,Echinopleura aculeata
118557,Species,Eugerda reticulata
118662,Species,Haploniscus ingolfi
118754,Species,Munna fabricii
119270,Genus,Nitzschia
119888,Genus,Neomysis
120155,Species,Paramysis (Serrapalpisis) lacustris
122329,Family,Tetrastemmatidae
122577,Species,Baseodiscus delineatus
123222,Genus,Leptasterias
123229,Genus,Stichastrella
123333,Genus,Hymenaster
123335,Genus,Pteraster
123503,Genus,Thyonidium
123522,Genus,Benthogone
123935,Species,Porcellanaster ceruleus
124232,Species,Trichometra cubensis
124338,Species,Calveriosoma hystrix
124667,Species,Thyone cherbonnieri
124681,Species,Ekmania barthii
124696,Species,Thyonidium hyalinum
124731,Species,Kolga hyalina
125351,Species,Chrysogorgia agassizii
125419,Species,Paragorgia johnsoni
129113,Species,Siboglinum angustum
129305,Genus,Dalhousiella
129310,Genus,Hesiospina
129397,Genus,Aponuphis
129544,Genus,Potamilla
129584,Genus,Vermiliopsis
129612,Genus,Dispio
129749,Species,Alciopa reynaudii
129827,Species,Chloeia viridis
129919,Species,Phyllochaetopterus major
130069,Species,Lysidice collaris
130147,Species,Progoniada regularis
130247,Species,Lumbrineris labrofimbriata
130275,Species,Axiothella catenata
130336,Species,Myzostoma cirriferum
130647,Species,Hesionura coineaui
130952,Species,Potamethus malmgreni
131279,Species,Branchiosyllis exilis
131337,Species,Parapionosyllis elegans
131426,Species,Syllis cruzi
131619,Family,Clathrinidae
131636,Family,Chalinidae
131762,Genus,Cacospongia
132095,Genus,Tetilla
134266,Species,Rhizaxinella pyrifera
134625,Species,Ascorhynchus turritus
135263,Genus,Aurelia
135566,Genus,Caligus
136125,Species,Nannosquilloides occultus
136161,Family,Nototanaidae
136296,Species,Carpoapseudes laubieri
136338,Species,Neotanais sandersi
136359,Species,Leptognathioides polita
136372,Species,Tanaella unguicillata
137583,Species,Tubificoides scoticus
137667,Genus,Solatisonax
137826,Genus,Oenopota
138011,Genus,Diodora
138515,Genus,Solen
138783,Species,Anadara corbuloides
138974,Species,Brocchinia nodosa
139065,Species,Cerithium scabridum
139162,Species,Cima minima
139200,Species,Mitrella minor
139422,Species,Bathothauma lyromma
139960,Species,Emarginula huzardii
139970,Species,Fissurella nubecula
140112,Species,Histioteuthis corona
140286,Species,Myrtea amorpha
140458,Species,Idas simpsoni
140540,Species,Euspira subplicata
140811,Species,Berthella ocellata
140961,Species,Euparthenia humboldti
140970,Species,Menestho truncatula
141482,Species,Anekes undulisculpta
141497,Species,Granigyra granulifera
141519,Species,Skenea basistriata
141533,Species,Skenea turgida
141556,Species,Calliopaea bellula
141588,Species,Tellina incarnata
141692,Species,Isorropodon perplexum
141698,Species,Tricolia miniata
141771,Species,Clanculus corallinus
141819,Species,Margarites costalis
142231,Genus,Notoplana
142514,Genus,Procerodes
146937,Genus,Tellimya
146970,Species,Hemioniscus balani
148687,Superfamily,Paratanaoidea
151708,Family,Hydridae
153067,Species,Opisthoteuthis calypso
153707,Subfamily,Littorininae
155417,Species,Maupasia coeca
155419,Species,Eulalia brunnea
156074,Species,Eclysippe eliasoni
156244,Species,Montacuta spitzbergensis
158482,Species,Cricotopus sylvestris
164286,Species,Leucandra caminus
177538,Species,Lumbriculus variegatus
181979,Species,Diastylis richardi
182066,Species,Leptostylis zimmeri
182279,Species,Bytholeucon hiscens
182384,Species,Campylaspis bicarinata
182457,Species,Campylaspis spinosa
182818,Species,Eumida parva
183072,Species,Columnella magna
183126,Species,Dicarpa pacifica
183328,Species,Paradoneis abranchiata
195916,Species,Leufroyia concinna
195949,Genus,Erinaceusyllis
231870,Species,Eteone barbata
233979,Species,Eurycope hanseni
236714,Species,Talochlamys multistriata
244308,Species,Ophiura (Ophiura) scomba
247456,Species,Leptognathiopsis attenuata
248256,Species,Leufroyia leufroyi
326087,Subgenus,Clymene (Praxillella)
328929,Species,Lumbrineris carpinei
334193,Species,Nereis perivisceralis
334864,Species,Sthenelais jeffreysii
345011,Species,Storthyngurella triplispinosa
345770,Species,Kruppomenia levis
380200,Species,Joania cordata
385600,Genus,Rhyssoplax
387245,Species,Hadriania craticulata
423725,Species,Rostroculodes borealis
448924,Species,Aptyxis syracusana
476518,Species,Monoplex corrugatus
477314,Species,Yoldiella incala
490104,Species,Echinogammarus ischnus
490974,Species,Enginella leucozona
491470,Species,Protohyale (Boreohyale) camptonyx
506330,Species,Ledella aberrata
506455,Species,Silicula fragilis
531753,Species,Hamimaera hamigera
535091,Species,Catherinum flavum
547038,Species,Deflexilodes tenuirostratus
558444,Species,Branchiomma arcticum
594013,Species,Staurostoma mertensii
733358,Species,Lepas (Lepas) pectinata
820119,Species,Typhlotanais grandis
836042,Species,Spiralinella incerta
880120,Family,Euryleptidae
933344,Species,Paramphitrite pauciseta
994111,Species,Acromegalomma messapicum
1053400,Species,Epimeria (Epimeria) parasitica
1060398,Species,Episcomitra cornicula
1288184,Species,Rhyssoplax corallina
1473657,Species,Duvaucelia manicata
1474844,Species,Achelous hastatus
183,Family,Tritoniidae
193,Family,Eubranchidae
209,Family,Glycymerididae
929,Suborder,Glyceriformia
1089,Superorder,Eucarida
1598,Family,Corymorphidae
100685,Family,Corallimorphidae
100971,Species,Telmatactis cricoides
101427,Family,Ingolfiellidae
101442,Genus,Pseudoprotella
101466,Genus,Autonoe
101503,Genus,Tritaeta
101729,Genus,Parapleustes
101738,Genus,Paradulichia
101877,Species,Acanthonotozoma serratum
101914,Species,Ampelisca planierensis
101991,Species,Stegoplax longirostris
101994,Species,Ampithoe ferox
102379,Species,Microprotopus longimanus
102419,Species,Ischyrocerus latipes
102464,Species,Leucothoe occulta
102569,Species,Hippomedon bidentatus
102610,Species,Lysianassa pilicornis
102861,Species,Odius carinatus
102906,Species,Oediceros borealis
103181,Species,Bruzelia tuberculata
103569,Species,Didemnum lahillei
103678,Species,Pseudodistoma crucigaster
103925,Species,Styela calva
104056,Species,Terebratulina septentrionalis
106182,Species,Arcoscalpellum michelottianum
106920,Genus,Bathynectes
107111,Species,Penaeopsis serrata
107178,Species,Munidopsis parfaiti
107439,Species,Xantho granulicarpus
107456,Species,Pachygrapsus maurus
107484,Species,Athanas amazone
107509,Species,Hippolyte garciarasoi
110463,Species,Bathycuma elongatum
110565,Species,Cumella (Cumella) decipiens
110583,Species,Procampylaspis bituberculata
110783,Family,Alcyonidiidae
110842,Genus,Dendrobeania
110929,Genus,Celleporella
110998,Genus,Buskia
111135,Species,Porella struma
111141,Species,Rhamphostomella hincksi
111243,Species,Scrupocellaria inermis
111277,Species,Celleporina surcularis
111279,Species,Celleporina ventricosa
111563,Species,Smittina rigida
111593,Species,Aethozoon pellucidum
111598,Species,Alcyonidium disciforme
111608,Species,Arachnidium hippothooides
111654,Species,Triticella pedicellata
117336,Species,Dicoryne conferta
117354,Species,Rhizorhagium roseum
118120,Genus,Halocladius
118186,Genus,Pseudione
118205,Species,Bopyrus squillarum
118521,Species,Dendrotion paradoxum
118522,Species,Dendrotion setosum
118542,Species,Desmosoma strombergi
118599,Species,Acanthocope carinata
118619,Species,Eurycope iphthima
118659,Species,Haploniscus foresti
118756,Species,Munna hanseni
123181,Family,Myriotrochidae
123208,Family,Ophiotrichidae
123304,Genus,Pseudarchaster
123499,Genus,Neopentadactyla
123822,Species,Hydrasterias sexradiata
123945,Species,Styracaster horridus
124141,Species,Hymenaster tenuispinus
124147,Species,Pteraster militaris
124226,Species,Leptometra phalangium
124756,Species,Laetmogone violacea
125054,Species,Ophiotoma coriacea
128488,Family,Virgulariidae
128540,Species,Virgularia tuberculata
128650,Genus,Herpyllobius
129124,Species,Siboglinum pholidotum
129342,Genus,Axiothella
129535,Genus,Manayunkia
129568,Genus,Josephella
129628,Genus,Bushiella
129645,Genus,Amblyosyllis
129707,Genus,Phisidia
129711,Genus,Proclea
129782,Species,Ampharete petersenae
129842,Species,Aphrodita perarmata
129972,Species,Monticellina dorsobranchialis
130059,Species,Eunice oerstedii
130078,Species,Palola siciliensis
130154,Species,Gyptis mackiei
130655,Species,Mystides southerni
130734,Species,Bylgides promamme
130779,Species,Harmothoe rarispina
130960,Species,Pseudofabriciola capensis
131003,Species,Hydroides ezoensis
131136,Species,Marenzelleria wireni
131167,Species,Pseudopolydora kempi
131483,Species,Axionice flexuosa
131614,Family,Grantiidae
132325,Species,Dysidea incrustans
133913,Species,Aplysina cavernicola
134104,Species,Thenea abyssorum
134223,Species,Spinularia spinularia
134663,Species,Colossendeis colossea
135157,Species,Deltocyathus moseleyi
135171,Species,Stephanocyathus (Stephanocyathus) moseleyanus
135192,Species,Leptopsammia formosa
135216,Species,Peponocyathus folliculus
135297,Species,Cotylorhiza tuberculata
136054,Species,Nephasoma (Nephasoma) constricticervix
136055,Species,Nephasoma (Nephasoma) constrictum
136136,Species,Rissoides pallidus
136163,Family,Pseudotanaidae
136294,Species,Carpoapseudes curticarpus
136305,Species,Leviapseudes hanseni
136360,Species,Leptognathioides potens
136365,Species,Stenotanais hamicauda
136441,Species,Leptognathia manca
136454,Species,Leptognathia zezinae
137205,Species,Caretta caretta
137461,Species,Marionina glandulifera
137605,Species,Balanoglossus clavigerus
137651,Genus,Heteranomia
138024,Genus,Cadulus
138120,Genus,Lepton
138279,Genus,Ommastrephes
138318,Genus,Delectopecten
138325,Genus,Pseudamussium
138631,Genus,Velutina
138678,Species,Aclis ascaris
138680,Species,Aclis gulsonae
138912,Species,Liomesus ovum
139024,Species,Galeodea rugosa
139387,Species,Thesbia nana
139436,Species,Cardiomya striata
139799,Species,Eulima anonyma
140001,Species,Cadulus artatus
141064,Species,Turbonilla gradata
141207,Species,Alvania lineata
141233,Species,Alvania scabra
141257,Species,Alvania zetlandica
141329,Species,Pseudosetia semipellucida
141348,Species,Rissoa auriscalpium
141420,Species,Scissurella costata
141423,Species,Scrobicularia cottardii
141549,Species,Spondylus gaederopus
141682,Species,Tindaria sericea
146490,Species,Anadara diluvii
146776,Species,Beania cylindrica
148586,Species,Dikerogammarus villosus
148702,Subfamily,Gastrosaccinae
149876,Species,Benthopecten spinosus
152261,Species,Melinnopsis rostrata
156379,Species,Ringicula conformis
156848,Genus,Idmonea
157029,Species,Mastigoteuthis agassizii
158096,Species,Halirages fulvocinctus
160236,Species,Curtitoma decussata
175184,Species,Ilyarachna antarctica
180847,Species,Plawenia sphaera
181323,Species,Diplodonta trigona
181379,Species,Octopoteuthis sicula
182495,Species,Cumella (Cumella) divisa
182545,Species,Styloptocuma erectum
182612,Species,Procampylaspis inermis
182962,Species,Amphiophiura convexa
183037,Species,Camptoplites lutaudae
183189,Species,Haploniscus unicornis
195988,Species,Salvatoria euritmica
195994,Species,Salvatoria yraidae
196000,Species,Syllis jorgei
236503,Species,Medicorophium minimum
237816,Species,Turbicellepora incrassata
243036,Species,Amphiura (Amphiura) incana
246913,Genus,Chauliopleona
255162,Species,Crella (Pytheas) plana
255166,Species,Antho (Antho) granditoxa
325170,Genus,Aonidella
327456,Species,Drieschia pelagica
332101,Species,Spiophanes viriosus
334212,Species,Nicomache (Nicomache) minor
334341,Species,Paradexiospira (Spirorbides) vitrea
387324,Order,Pectinida
416418,Species,Hymedesmia (Hymedesmia) cohesibacilla
416504,Species,Rhynchonereella angelini
416516,Species,Fridericia bulbosa
423713,Species,Retepora cellulosa
467497,Species,Ennucula granulosa
478771,Species,Typhlotanais tenuicornis
506210,Species,Katadesmia polita
529641,Species,Pseudostichopus peripatus
530688,Species,Pseudotryphosa umbonatus
549692,Species,Pleustes (Pleustes) panoplus
578792,Species,Branchiomma maerli
582718,Species,Centrocardita aculeata
587628,Species,Palaemon fabricii
589064,Species,Hippolyte cranchii
589796,Species,Cerataspis monstrosus
605934,Species,Peronaea planata
606988,Species,Baeonectes pygmaea
798747,Species,Parakanthophoreus longiremis
816025,Species,Watersipora subatra
852814,Species,Pionosyllis nidrosiensis
853001,Species,Paramblyops bidigitatus
878530,Species,Oudardia compressa
1033104,Species,Chaetozone elakata
1059648,Species,Centraloecetes pallidus
1259492,Species,Knoutsodonta pusilla
1470813,Species,Spectrarcturus murdochi
69,Family,Ischnochitonidae
927,Suborder,Aphroditiformia
992,Family,Nerillidae
1645,Family,Phascolosomatidae
1750,Family,Diaphanidae
13795,Infraorder,Epicaridea
14421,Family,Lepidomeniidae
14656,Superfamily,Nuculoidea
18814,Phylum,Acanthocephala
100867,Species,Bathyphellia margaritacea
101159,Species,Priapulus abyssorum
101362,Family,Acanthonotozomatidae
101392,Family,Lepechinellidae
101398,Family,Melphidippidae
101452,Genus,Gitana
101453,Genus,Gitanopsis
101519,Genus,Eusirus
101840,Species,Caprella liparotensis
101885,Species,Ampelisca anomala
101892,Species,Ampelisca calypsonis
101909,Species,Ampelisca massiliensis
101931,Species,Ampelisca toulemonti
102159,Species,Apherusa alacris
102204,Species,Eusirus propinquus
102224,Species,Rhachotropis aculeata
102477,Species,Idunella nana
102677,Species,Orchomene pectinatus
102857,Species,Melphidippa goesi
102912,Species,Paroediceros macrocheir
102999,Species,Neopleustes pulchellus
103034,Species,Dulichia spinosissima
103163,Species,Stenothoe gallensis
103174,Species,Stenothoe tergestina
103308,Genus,Stichopathes
103657,Species,Aplidium ocellatum
103753,Species,Situla lanosa
103810,Species,Pareugyrioides chardyi
103855,Species,Bathyoncus mirabilis
103873,Species,Cnemidocarpa mollis
106055,Family,Scalpellidae
106087,Genus,Lepas
106409,Family,Ascidicolidae
106727,Family,Penaeidae
106979,Genus,Athanas
107043,Genus,Pandalina
107067,Genus,Axius
107142,Species,Uroptychus concolor
107382,Species,Charybdis (Charybdis) hellerii
107454,Species,Hemigrapsus penicillatus
107481,Species,Alpheus platydactylus
107500,Species,Caridion steveni
107556,Species,Parapontophilus talismani
107609,Species,Balssia gasti
107692,Species,Processa robusta
110418,Genus,Nannastacus
110459,Species,Iphinoe rhodaniensis
110480,Species,Diastylis jonesi
110531,Species,Eudorella nana
111071,Species,Beania magellanica
111121,Species,Porella acutirostris
111140,Species,Rhamphostomella costata
111207,Species,Copidozoum tenuirostre
111218,Species,Parellisina curvirostris
111275,Species,Celleporina lucida
111300,Species,Cheilopora sincera
111446,Species,Reteporella aporosa
111467,Species,Rhynchozoon pseudodigitatum
111574,Species,Cigclisula turrita
111606,Species,Arachnidium clavatum
111699,Species,Crisia klugei
111751,Species,Tervia irregularis
117321,Species,Bougainvillia britannica
118306,Genus,Leptanthura
118323,Genus,Eugerda
118499,Species,Leptanthura affinis
118561,Species,Eugerdella armata
118564,Species,Eugerdella hessleri
118594,Species,Whoia angusta
118642,Species,Tytthocope megalura
118738,Species,Joeropsis brevicornis
118777,Species,Nannoniscoides angulatus
118799,Species,Pleurogonium intermedium
118864,Species,Politolana microphthalma
119047,Species,Idotea metallica
119892,Genus,Paramysis
119919,Species,Eucopia major
119939,Species,Acanthomysis longicornis
120054,Species,Leptomysis lingvura
122627,Species,Tubulanus banyulensis
123138,Family,Poraniidae
123158,Family,Cidaridae
123188,Family,Phyllophoridae
123204,Family,Ophiacanthidae
123888,Species,Dytaster grandis
124121,Species,Tylaster willei
124339,Species,Hygrosoma petersii
124506,Species,Holothuria (Holothuria) helleri
124818,Species,Ophioconis forbesi
125004,Species,Ophiacantha smitti
125122,Species,Ophiactis savignyi
125276,Family,Isididae
125301,Genus,Eunicella
125303,Genus,Acanella
125418,Species,Paragorgia arborea
128720,Genus,Melinnacheres
128908,Species,Selioides bocqueti
129126,Species,Lamellisabella denticulata
129189,Genus,Linopherus
129235,Genus,Chrysopetalum
129294,Genus,Piromis
129371,Genus,Ceratocephale
129421,Genus,Phylo
129466,Genus,Pilargis
129530,Genus,Fabriciola
129810,Species,Melinnopsis arctica
129869,Species,Arenicolides branchialis
130056,Species,Eunice floridana
130210,Species,Lopadorrhynchus appendiculatus
130212,Species,Lopadorrhynchus krohnii
130246,Species,Lumbrineris inflata
130276,Species,Axiothella constricta
130449,Species,Halla parthenopeia
130455,Species,Aponuphis ornata
130533,Species,Protoaricia oerstedii
130580,Species,Paradoneis drachi
130710,Species,Poecilochaetus fulgoris
130725,Species,Austrolaenilla mollis
130765,Species,Harmothoe gilchristi
131082,Species,Ephesiella cantonei
131338,Species,Parapionosyllis gestans
131347,Species,Pionosyllis compacta
131416,Species,Syllis atlantica
131454,Species,Syllis rosea
131579,Species,Travisiopsis lanceolata
132073,Genus,Terpios
132172,Species,Aphroceras ensata
134303,Species,Suberites suberia
134314,Species,Tethya norvegica
134317,Species,Diplastrella bistellata
134655,Species,Pseudopallene circularis
134690,Species,Nymphon hirtipes
135130,Species,Anomocora fecunda
135156,Species,Deltocyathus italicus
135197,Species,Flabellum (Ulocyathus) macandrewi
135212,Species,Madracis pharensis
135598,Genus,Clavella
135639,Genus,Perissopus
136056,Species,Nephasoma (Nephasoma) diaphanes
136152,Suborder,Tanaidomorpha
136298,Species,Carpoapseudes simplicirostris
136334,Species,Neotanais hastiger
136336,Species,Neotanais micromopher
137350,Genus,Henlea
137803,Genus,Columbella
138063,Genus,Hermaea
138074,Genus,Histioteuthis
138109,Genus,Lepetella
138131,Genus,Scutopus
138168,Genus,Mastigoteuthis
138208,Genus,Trophon
138284,Genus,Acanthodoris
138298,Genus,Ostrea
138482,Genus,Sepietta
138597,Genus,Solariella
138639,Genus,Gouldia
138714,Species,Aeolidiella sanguinea
138825,Species,Digitaria digitaria
138849,Species,Japetella diaphana
138855,Species,Beringius turtoni
138875,Species,Buccinum scalariforme
138923,Species,Neptunea despecta
139055,Species,Bittium simplex
139221,Species,Bela zonata
139316,Species,Oenopota dictyophora
139328,Species,Oenopota pyramidalis
139334,Species,Oenopota tenuicostata
139343,Species,Pleurotomella benedicti
139369,Species,Raphitoma horrida
139508,Species,Gibberula miliaria
139516,Species,Dendrodoris grandiflora
139601,Species,Donax semistriatus
139637,Species,Doto floridicola
139713,Species,Eccliseogyra sericea
139876,Species,Ophiolamia fragilissima
139924,Species,Fusinus bocagei
140017,Species,Galeomma turtoni
140039,Species,Okenia leachii
140085,Species,Hedylopsis spiculifera
140184,Species,Lepetella laterocompressa
140451,Species,Dacrydium wareni
140526,Species,Cryptonatica bathybii
140628,Species,Adalaria loveni
140821,Species,Pleurobranchus testudinarius
141002,Species,Odostomia lukisii
141144,Species,Ringicula auriculata
141282,Species,Frigidoalvania cruenta
141336,Species,Pusillina marginata
141339,Species,Pusillina philippi
141343,Species,Rissoa aartseni
141369,Species,Rissoa similis
141529,Species,Skenea profunda
141544,Species,Solecurtus strigilatus
141645,Species,Thracia corbuloides
141773,Species,Clanculus jussieui
141788,Species,Gibbula guttadauri
141808,Species,Jujubinus gravinae
141850,Species,Truncatella subcylindrica
141877,Species,Tylodina perversa
141902,Species,Velutina plicatilis
141935,Species,Venus nux
141992,Species,Yoldiella annenkovae
146953,Genus,Gersemia
147019,Species,Microrbinia linea
147122,Genus,Potamopyrgus
148669,Species,Synidotea laevidorsalis
152411,Genus,Circomphalus
152546,Genus,Oestergrenia
152852,Species,Lutraria oblonga
156086,Species,Eugerda filipes
156207,Species,Levinsenia flava
156500,Species,Cribrilina spitzbergensis
156977,Species,Pristigloma alba
158196,Species,Thuiaria laxa
159889,Species,Schizoporella obesa
160108,Species,Astyris rosacea
162422,Species,Leucandra fistulosa
164278,Species,Leucandra aspera
165251,Species,Spongia (Spongia) zimocca
167637,Species,Clathria (Microciona) elliptichela
170779,Genus,Protosuberites
177535,Family,Lumbriculidae
180859,Species,Paralepetopsis ferrugivora
180889,Species,Clelandella myriamae
180904,Species,Palazzia planorbis
181095,Species,Xylodiscula analoga
181314,Species,Limatula bisecta
181533,Species,Ninoe kinbergi
181598,Species,Protodorvillea atlantica
181861,Species,Hypocuma serratifrons
182283,Species,Eudorella aequiremis
182329,Species,Leucon (Epileucon) ensis
182454,Species,Campylaspis selvakumarani
182676,Species,Lumbrineris rovignensis
183018,Species,Bockiella angusta
183193,Species,Hemiaclis obtusa
183310,Species,Ophiacantha aculeata
183312,Species,Ophiochiton ternispinus
183428,Species,Silax verrilli
214747,Species,Parandania boecki
225335,Subfamily,Nassariinae
234115,Subspecies,Dreissena rostriformis bugensis
234162,Species,Axinulus eumyarius
236540,Species,Deflexilodes griseus
238093,Species,Cerithidium submammillatum
247892,Species,Meromonakantha irregularis
250885,Species,Molgula griffithsii
295715,Species,Desmosoma latipes
328634,Species,Laonice asaccata
333182,Species,Cenogenus brevipes
334084,Species,Neanthes arenaceodentata
367374,Species,Phorbas topsenti
385884,Species,Callochiton euplaeae
405109,Species,Vertambitus triangularis
408141,Species,Luzonia simplex
408496,Species,Cardiomya striolata
423186,Species,Boreacola maltzani
423349,Species,Elpidia heckeri
431322,Subfamily,Corophiinae
469316,Species,Copidozoum smitti
470620,Species,Posterula sarsii
470706,Species,Triticella gracilis
471568,Species,Frondipora gracilis
472380,Species,Franzenella monniotae
478535,Species,Chauvetia mamillata
478765,Species,Typhlotanais proctagon
478772,Species,Typhlotanais tenuimanus
479441,Genus,Monticellina
489932,Genus,Gmelina
491655,Species,Jordaniella truncatula
504346,Species,Anadara cornea
529624,Species,Pseudocnella syracusana
607879,Species,Tarantinaea lignaria
716342,Genus,Anisus
732620,Species,Mesothuria cathedralis
746615,Species,Scalibregma hanseni
759131,Species,Magnoteuthis magna
820118,Species,Typhlotanais pulcher
826920,Species,Pseudotanais forcipatus
836227,Species,Brachystomia angusta
863304,Species,Malmgrenia polypapillata
887010,Species,Pentapora ottomuelleriana
955838,Species,Alcyonium burmedju
957143,Species,Pusia savignyi
1039847,Species,Steromphala rarilineata
1056295,Species,Macomopsis cumana
1255613,Species,Earleria panicula
1390995,Species,Bathicaris brasiliensis
1391543,Species,Paratriangulus galatheae
1498425,Subfamily,Pisioninae
1524065,Species,Microporella verrucosa
64,Family,Chitonidae
117,Order,Mesogastropoda
173,Superfamily,Doridoidea
207,Order,Arcida
208,Family,Arcidae
248,Family,Corbulidae
944,Family,Chrysopetalidae
2095,Family,Neomeniidae
100871,Species,Segonzactis platypus
100929,Species,Actinauge abyssorum
100977,Species,Kadosactis rosea
101019,Species,Sideractis glacialis
101511,Genus,Calliopius
101664,Genus,Megaluropus
101768,Genus,Parametopa
101773,Genus,Austrosyrrhoe
101862,Species,Pedoculina bacescui
101938,Species,Byblis abyssi
101939,Species,Byblis affinis
101986,Species,Peltocoxa marioni
102195,Species,Eusiroides dellavallei
102199,Species,Eusirus cuspidatus
102232,Species,Rhachotropis helleri
102375,Species,Isaea montagui
102502,Species,Ambasia atlantica
102525,Species,Aroui setosus
102565,Species,Gronella groenlandica
102603,Species,Lepidepecreum umbo
102629,Species,Normanion chevreuxi
102733,Species,Tmetonyx acutus
102801,Species,Elasmopus brasiliensis
102858,Species,Melphidippa macrura
102947,Species,Pardalisca cuspidata
103117,Species,Metopa boeckii
103193,Species,Syrrhoites serrata
103209,Species,Orchestia montagui
103296,Subspecies,Perioculodes longimanus angustipes
103489,Genus,Diazona
103605,Species,Distaplia clavata
103649,Species,Aplidium haouarianum
103650,Species,Aplidium hyalinum
103712,Species,Ascidia muricata
103856,Species,Bathystyeloides dubius
103912,Species,Polycarpa pusilla
103934,Species,Styela loculosa
106059,Family,Chthamalidae
106178,Species,Amigdoscalpellum hispidum
106198,Species,Weltnerium nymphocola
106608,Species,Doropygus pulex
106636,Species,Pachypygus gibber
106896,Genus,Acanthonyx
107117,Species,Hymenopenaeus debilis
107156,Species,Munida curvimana
107234,Species,Pagurus chevreuxi
107290,Species,Eucrate crenata
107337,Species,Macropodia czernjawskii
107379,Species,Callinectes sapidus
107429,Species,Microcassiope minor
107445,Species,Cymonomus normani
107572,Species,Glyphocrangon sculpta
107608,Species,Gnathophyllum elegans
110399,Genus,Diastyloides
110529,Species,Eudorella hispida
110877,Genus,Omalosecosa
110898,Genus,Cryptosula
110909,Genus,Carbasea
110972,Genus,Escharina
111047,Genus,Oncousoecia
111088,Species,Pseudoflustra solida
111172,Species,Dendrobeania fessa
111206,Species,Copidozoum planum
111213,Species,Doryporella spathulifera
111359,Species,Epistomia bursaria
111393,Species,Hippoporidra lusitania
111398,Species,Haplota clavata
111440,Species,Gemellipora eburnea
111628,Species,Mimosella gracilis
111722,Species,Hornera frondiculata
111742,Species,Mecynoecia delicatula
111743,Species,Oncousoecia canadensis
